ORIGIN_AIRPORT,DESTINATION_AIRPORT,DISTANCE,FLY_DATE,LATITUDE,LONGITUDE
ANC,SEA,1448,1/10/2008,61.17432,-149.99619
LAX,PBI,2330,1/11/1990,33.94254,-118.40807
SFO,CLT,2296,1/12/1990,37.619,-122.37484
LAX,MIA,2342,1/10/1990,33.94254,-118.40807
SEA,ANC,1448,1/02/1990,47.44898,-122.30931
SFO,MSP,1589,1/03/1990,37.619,-122.37484
LAS,MSP,1299,1/01/1990,36.08036,-115.15233
LAX,CLT,2125,1/09/1990,33.94254,-118.40807
SFO,DFW,1464,1/11/1990,37.619,-122.37484
LAS,ATL,1747,1/02/1990,36.08036,-115.15233
DEN,ATL,1199,1/01/1990,39.85841,-104.667
LAS,MIA,2174,1/02/1990,36.08036,-115.15233
LAX,MSP,1535,1/03/1990,33.94254,-118.40807
SLC,ATL,1590,1/04/1990,40.78839,-111.97777
SEA,MSP,1399,1/01/1990,47.44898,-122.30931
ANC,SEA,1448,1/01/1990,61.17432,-149.99619
ANC,SEA,1448,1/10/1990,61.17432,-149.99619
SFO,IAH,1635,1/06/1990,37.619,-122.37484
ANC,PDX,1542,1/02/1990,61.17432,-149.99619
PDX,MSP,1426,1/02/1990,45.58872,-122.5975
LAS,MCI,1139,1/10/1990,36.08036,-115.15233
SEA,MIA,2724,1/09/1990,47.44898,-122.30931
LAS,DFW,1055,1/09/1990,36.08036,-115.15233
LAX,MIA,2342,1/06/1990,33.94254,-118.40807
LAS,MSP,1299,1/03/1990,36.08036,-115.15233
LAX,IAH,1379,1/08/1990,33.94254,-118.40807
FAI,SEA,1533,1/03/1990,64.81368,-147.85967
MSP,FLL,1487,1/11/1990,44.88055,-93.21692
LAS,CLT,1916,1/04/1990,36.08036,-115.15233
DEN,MIA,1709,1/12/1990,39.85841,-104.667
PHX,ORD,1440,1/04/1990,33.43417,-112.00806
PHX,MIA,1972,1/05/1990,33.43417,-112.00806
ANC,SEA,1448,1/08/1990,61.17432,-149.99619
SLC,ATL,1590,1/05/1990,40.78839,-111.97777
LAS,IAH,1222,1/11/1990,36.08036,-115.15233
LAS,HNL,2762,1/12/1990,36.08036,-115.15233
ANC,PHX,2552,1/07/1990,61.17432,-149.99619
SJU,EWR,1608,1/07/1990,18.43942,-66.00183
ANC,SEA,1448,1/01/1990,61.17432,-149.99619
SJU,JFK,1598,1/08/1990,18.43942,-66.00183
PBG,FLL,1334,1/08/1990,0,0
PHX,DFW,868,1/04/1990,33.43417,-112.00806
PHX,DFW,868,1/07/1990,33.43417,-112.00806
ANC,PDX,1542,1/07/1990,61.17432,-149.99619
IAG,FLL,1176,1/10/1990,43.10726,-78.94538
SJU,EWR,1608,1/01/1990,18.43942,-66.00183
PHX,CLT,1773,1/02/1990,33.43417,-112.00806
ANC,SEA,1448,1/10/1990,61.17432,-149.99619
PSE,MCO,1179,1/09/1990,18.0083,-66.56301
BQN,EWR,1585,1/03/1990,18.49486,-67.12944
BQN,MCO,1129,1/09/1990,18.49486,-67.12944
SJU,BOS,1674,1/04/1990,18.43942,-66.00183
SJU,MCO,1189,1/06/1990,18.43942,-66.00183
BQN,MCO,1129,1/01/1990,18.49486,-67.12944
PSE,MCO,1179,1/06/1990,18.0083,-66.56301
SJU,BDL,1666,1/08/1990,18.43942,-66.00183
ORD,PHX,1440,1/03/1990,41.9796,-87.90446
GEG,SEA,224,1/05/1990,47.61986,-117.53384
HNL,ITO,216,1/12/1990,21.31869,-157.92241
ONT,SFO,363,1/11/1990,34.056,-117.60119
HNL,KOA,163,1/12/1990,21.31869,-157.92241
ANC,SEA,1448,1/11/1990,61.17432,-149.99619
HNL,OGG,100,1/11/1990,21.31869,-157.92241
ORD,IAH,925,1/03/1990,41.9796,-87.90446
MCO,MIA,192,1/04/1990,28.42889,-81.31603
BOS,MYR,738,1/12/1990,42.36435,-71.00518
HIB,MSP,174,1/02/1990,47.3866,-92.83899
ABR,MSP,257,1/06/1990,45.44906,-98.42183
MAF,IAH,429,1/07/1990,31.94253,-102.20191
SEA,PHX,1107,1/02/1990,47.44898,-122.30931
DFW,MIA,1121,1/05/1990,32.89595,-97.0372
BOS,MIA,1258,1/10/1990,42.36435,-71.00518
MKE,IAH,984,1/05/1990,42.94722,-87.89658
PDX,PHX,1009,1/03/1990,45.58872,-122.5975
IAH,MIA,964,1/01/1990,29.98047,-95.33972
BNA,DTW,456,1/02/1990,36.12448,-86.67818
BRO,IAH,308,1/01/1990,25.90683,-97.42586
VPS,ATL,250,1/12/1991,30.48325,-86.5254
BOI,SFO,522,1/12/1991,43.56444,-116.22278
BJI,MSP,199,1/12/1991,47.50942,-94.93372
HNL,LIH,102,1/02/1991,21.31869,-157.92241
BNA,ATL,214,1/11/1991,36.12448,-86.67818
SGF,DFW,364,1/09/1991,37.24433,-93.38686
PHL,IAH,1325,1/05/1991,39.87195,-75.24114
PDX,DEN,991,1/10/1991,45.58872,-122.5975
SEA,DEN,1024,1/08/1991,47.44898,-122.30931
DEN,DFW,641,1/06/1991,39.85841,-104.667
SBN,ORD,84,1/03/1991,41.70895,-86.31847
PHL,MCO,861,1/04/1991,39.87195,-75.24114
ORD,FLL,1182,1/01/1991,41.9796,-87.90446
RDD,SFO,199,1/07/1991,40.50898,-122.2934
EUG,DEN,996,1/08/1991,44.12326,-123.21869
SFO,DEN,967,1/05/1991,37.619,-122.37484
ORD,DEN,888,1/05/1991,41.9796,-87.90446
IAD,IAH,1190,1/03/1991,38.94453,-77.45581
BUF,JFK,301,1/08/1991,42.94052,-78.73217
PWM,JFK,273,1/06/1991,43.64617,-70.30875
JFK,SJU,1598,1/03/1991,40.63975,-73.77893
CRP,IAH,201,1/06/1991,27.77036,-97.50122
PIA,DTW,346,1/07/1991,40.66424,-89.69331
ORD,DTW,235,1/10/1991,41.9796,-87.90446
FAT,LAX,209,1/10/1991,36.77619,-119.71814
SMF,DEN,909,1/11/1991,38.69542,-121.59077
AUS,LAX,1242,1/06/1991,30.19453,-97.66987
BOS,BWI,369,1/03/1991,42.36435,-71.00518
ORD,BOS,867,1/02/1991,41.9796,-87.90446
PHX,DTW,1671,1/02/1991,33.43417,-112.00806
MCI,ATL,692,1/09/1991,39.29761,-94.71391
BOS,DTW,632,1/09/1991,42.36435,-71.00518
ATL,IAD,534,1/01/1991,33.64044,-84.42694
JAX,EWR,820,1/10/1991,30.49406,-81.68786
MFR,DEN,964,1/11/1991,42.37423,-122.8735
SLC,IAH,1195,1/12/1991,40.78839,-111.97777
IDA,DEN,458,1/12/1991,43.51456,-112.07017
MSN,DEN,826,1/01/1991,43.13986,-89.33751
MKE,DTW,237,1/11/1991,42.94722,-87.89658
GEG,DEN,836,1/07/1991,47.61986,-117.53384
SEA,IAH,1874,1/04/1991,47.44898,-122.30931
DCA,IAH,1208,1/01/1991,38.85208,-77.03772
SAT,DFW,247,1/08/1991,29.53369,-98.46978
JFK,MIA,1089,1/08/1991,40.63975,-73.77893
BOS,PBI,1197,1/07/1991,42.36435,-71.00518
BOS,JFK,187,1/09/1991,42.36435,-71.00518
JFK,BQN,1576,1/04/1991,40.63975,-73.77893
DFW,ATL,731,1/12/1991,32.89595,-97.0372
CHS,EWR,628,1/04/1991,32.89865,-80.04051
MKE,DEN,896,1/05/1991,42.94722,-87.89658
MSP,DEN,680,1/02/1991,44.88055,-93.21692
CHS,DFW,987,1/01/1991,32.89865,-80.04051
DEN,LAX,862,1/01/1991,39.85841,-104.667
SBA,DEN,916,1/01/1991,34.42621,-119.84037
SMX,LAX,134,1/07/1991,34.89925,-120.45758
HNL,KOA,163,1/02/1991,21.31869,-157.92241
BOS,BUF,395,1/02/1991,42.36435,-71.00518
PDX,EWR,2434,1/01/1991,45.58872,-122.5975
IND,PHX,1488,1/11/1991,39.71733,-86.29438
LAX,DEN,862,1/12/1991,33.94254,-118.40807
CLE,IAH,1091,1/10/1991,41.41089,-81.8494
BOS,EWR,200,1/10/1991,42.36435,-71.00518
DEN,PHX,602,1/12/1991,39.85841,-104.667
MCI,PHX,1044,1/12/1991,39.29761,-94.71391
AUS,DFW,190,1/12/1991,30.19453,-97.66987
LAX,DFW,1235,1/07/1991,33.94254,-118.40807
GSP,ATL,153,1/09/1991,34.89567,-82.21886
MCO,EWR,937,1/09/1991,28.42889,-81.31603
MCI,IAH,643,1/07/1991,39.29761,-94.71391
BDL,IAD,326,1/09/1991,41.93887,-72.68323
ABI,DFW,158,1/01/1991,32.41132,-99.6819
RIC,IAH,1157,1/07/1991,37.50517,-77.31967
BFL,DEN,845,1/11/1991,35.4336,-119.05677
SAT,SFO,1482,1/01/1991,29.53369,-98.46978
OMA,IAH,781,1/11/1991,41.30252,-95.89417
RDM,DEN,898,1/06/1991,44.25407,-121.14996
FLL,BDL,1173,1/06/1991,26.07258,-80.15275
CID,ATL,694,1/06/1991,41.88459,-91.71087
SFO,DEN,967,1/05/1991,37.619,-122.37484
MCO,LAX,2218,1/04/1991,28.42889,-81.31603
TPA,EWR,997,1/03/1991,27.97547,-82.53325
SEA,DFW,1660,1/06/1991,47.44898,-122.30931
BOS,DFW,1562,1/03/1991,42.36435,-71.00518
SYR,JFK,209,1/03/1991,43.11119,-76.10631
ROC,JFK,264,1/05/1991,43.11887,-77.67238
TYR,DFW,102,1/08/1991,32.35414,-95.40239
MCI,ORD,403,1/05/1991,39.29761,-94.71391
LAN,ORD,179,1/04/1991,42.7787,-84.58736
BUF,EWR,282,1/08/1991,42.94052,-78.73217
XNA,DFW,280,1/01/1991,36.28187,-94.30681
GSO,EWR,445,1/04/1991,36.09775,-79.9373
ORD,LGA,733,1/02/1991,41.9796,-87.90446
LAX,IAH,1379,1/11/1991,33.94254,-118.40807
EWR,MIA,1085,1/02/1991,40.6925,-74.16866
ONT,DEN,819,1/02/1991,34.056,-117.60119
MSP,DEN,680,1/01/1991,44.88055,-93.21692
PBI,IAH,956,1/03/1991,26.68316,-80.09559
PHX,IAH,1009,1/05/1991,33.43417,-112.00806
RSW,IAH,861,1/08/1991,26.53617,-81.75517
EWR,MCO,937,1/10/1991,40.6925,-74.16866
OMA,ORD,416,1/10/1991,41.30252,-95.89417
SMF,PHX,647,1/09/1992,38.69542,-121.59077
OAK,PHX,646,1/09/1992,37.72129,-122.22072
PVD,CLT,683,1/06/1992,41.724,-71.42822
RNO,DEN,804,1/06/1992,39.49858,-119.76806
PIT,IAH,1117,1/03/1992,40.49147,-80.23287
DEN,IAH,862,1/03/1992,39.85841,-104.667
BOS,BWI,369,1/06/1992,42.36435,-71.00518
LAS,BWI,2106,1/08/1992,36.08036,-115.15233
ABQ,HOU,759,1/10/1992,35.04022,-106.60919
PHX,SLC,507,1/10/1992,33.43417,-112.00806
PIT,FLL,994,1/12/1992,40.49147,-80.23287
PVD,BWI,327,1/08/1992,41.724,-71.42822
SFO,ATL,2139,1/03/1992,37.619,-122.37484
SFO,ORD,1846,1/02/1992,37.619,-122.37484
MCO,EWR,937,1/12/1992,28.42889,-81.31603
PDX,IAH,1825,1/12/1992,45.58872,-122.5975
BOS,ORD,867,1/04/1992,42.36435,-71.00518
SFO,LAX,337,1/02/1992,37.619,-122.37484
SAT,LAX,1211,1/02/1992,29.53369,-98.46978
BOS,LAX,2611,1/05/1992,42.36435,-71.00518
SEA,EWR,2402,1/04/1992,47.44898,-122.30931
LAX,ORD,1744,1/11/1992,33.94254,-118.40807
IAH,PHX,1009,1/11/1992,29.98047,-95.33972
MCO,PHX,1849,1/08/1992,28.42889,-81.31603
SFO,PHX,651,1/10/1992,37.619,-122.37484
DFW,MCO,985,1/11/1992,32.89595,-97.0372
MIA,PHL,1013,1/07/1992,25.79325,-80.29056
SLC,DFW,989,1/07/1992,40.78839,-111.97777
DCA,DFW,1192,1/07/1992,38.85208,-77.03772
MIA,DFW,1121,1/05/1992,25.79325,-80.29056
BWI,MIA,946,1/04/1992,39.1754,-76.6682
DFW,LGA,1389,1/05/1992,32.89595,-97.0372
LGA,DFW,1389,1/01/1992,40.77724,-73.87261
DEN,ORD,888,1/01/1992,39.85841,-104.667
MCI,DFW,460,1/01/1992,39.29761,-94.71391
MCO,DFW,985,1/06/1992,28.42889,-81.31603
SFO,DFW,1464,1/09/1992,37.619,-122.37484
TUL,DFW,237,1/03/1992,36.19837,-95.88824
LGA,MIA,1096,1/11/1992,40.77724,-73.87261
LIT,DFW,304,1/01/1992,34.7294,-92.22425
MIA,LGA,1096,1/12/1992,25.79325,-80.29056
LAS,DFW,1055,1/11/1992,36.08036,-115.15233
PDX,DFW,1616,1/03/1992,45.58872,-122.5975
TPA,DFW,929,1/02/1992,27.97547,-82.53325
SMF,DFW,1431,1/01/1992,38.69542,-121.59077
MSY,MIA,675,1/04/1992,29.99339,-90.25803
LAX,ORD,1744,1/08/1992,33.94254,-118.40807
OMA,DFW,583,1/02/1992,41.30252,-95.89417
OKC,DFW,175,1/11/1992,35.39309,-97.60073
SEA,ANC,1448,1/01/1992,47.44898,-122.30931
FAI,ANC,261,1/05/1992,64.81368,-147.85967
SEA,SJC,697,1/03/1992,47.44898,-122.30931
SEA,OAK,671,1/09/1992,47.44898,-122.30931
PDX,SJC,569,1/02/1992,45.58872,-122.5975
LAX,SEA,954,1/01/1992,33.94254,-118.40807
PHX,SEA,1107,1/11/1992,33.43417,-112.00806
DEN,SEA,1024,1/01/1992,39.85841,-104.667
GEG,SEA,224,1/06/1992,47.61986,-117.53384
RSW,JFK,1074,1/02/1992,26.53617,-81.75517
PBI,JFK,1028,1/03/1992,26.68316,-80.09559
JFK,PBI,1028,1/09/1992,40.63975,-73.77893
TPA,JFK,1005,1/10/1992,27.97547,-82.53325
FLL,LGA,1076,1/05/1992,26.07258,-80.15275
OAK,LGB,353,1/06/1992,37.72129,-122.22072
LGA,FLL,1076,1/07/1992,40.77724,-73.87261
JFK,MCO,944,1/12/1992,40.63975,-73.77893
EWR,FLL,1065,1/07/1992,40.6925,-74.16866
JFK,TPA,1005,1/03/1992,40.63975,-73.77893
PSE,JFK,1617,1/04/1992,18.0083,-66.56301
MSY,JFK,1182,1/04/1992,29.99339,-90.25803
AUS,JFK,1521,1/10/1992,30.19453,-97.66987
BQN,JFK,1576,1/04/1992,18.49486,-67.12944
TPA,BOS,1185,1/08/1992,27.97547,-82.53325
JAX,JFK,828,1/02/1993,30.49406,-81.68786
DCA,BOS,399,1/04/1993,38.85208,-77.03772
JFK,ATL,760,1/03/1993,40.63975,-73.77893
LGA,DTW,502,1/11/1993,40.77724,-73.87261
RNO,SLC,422,1/01/1993,39.49858,-119.76806
BOS,JFK,187,1/05/1993,42.36435,-71.00518
BOS,MSP,1124,1/09/1993,42.36435,-71.00518
LGA,ATL,762,1/12/1993,40.77724,-73.87261
ORD,ATL,606,1/06/1993,41.9796,-87.90446
ANC,MSP,2519,1/12/1993,61.17432,-149.99619
ATW,ATL,765,1/03/1993,44.25741,-88.51948
PHX,ATL,1587,1/09/1993,33.43417,-112.00806
PNS,ATL,271,1/01/1993,30.47331,-87.18744
MCO,SLC,1931,1/10/1993,28.42889,-81.31603
ONT,DFW,1188,1/05/1993,34.056,-117.60119
DCA,MIA,919,1/04/1993,38.85208,-77.03772
RIC,ATL,481,1/01/1993,37.50517,-77.31967
LAX,ATL,1947,1/05/1993,33.94254,-118.40807
BOS,ATL,946,1/05/1993,42.36435,-71.00518
LAS,DTW,1749,1/04/1993,36.08036,-115.15233
OKC,ATL,761,1/08/1993,35.39309,-97.60073
MCO,MSP,1310,1/12/1993,28.42889,-81.31603
MEM,ATL,332,1/11/1993,35.04242,-89.97667
TUL,ATL,674,1/06/1993,36.19837,-95.88824
BWI,DTW,409,1/11/1993,39.1754,-76.6682
BOS,PHL,280,1/07/1993,42.36435,-71.00518
MCO,LGA,950,1/06/1993,28.42889,-81.31603
FLL,JFK,1069,1/06/1993,26.07258,-80.15275
SJU,JFK,1598,1/04/1993,18.43942,-66.00183
BOS,DCA,399,1/07/1993,42.36435,-71.00518
TYS,DFW,772,1/02/1993,35.81249,-83.99286
MHT,ORD,843,1/02/1993,42.93452,-71.43706
SAV,EWR,708,1/03/1993,32.12758,-81.20214
MEM,EWR,946,1/02/1993,35.04242,-89.97667
CLT,ORD,599,1/08/1993,35.21401,-80.94313
TYS,IAD,419,1/09/1993,35.81249,-83.99286
GRB,ORD,173,1/10/1993,44.48507,-88.12959
ABE,DTW,425,1/03/1993,40.65236,-75.4404
JAN,ATL,341,1/12/1993,32.31117,-90.07589
OAJ,ATL,399,1/01/1993,34.82916,-77.61214
FAR,ORD,557,1/03/1993,46.91935,-96.81499
JAN,ORD,677,1/02/1993,32.31117,-90.07589
ERI,ORD,398,1/04/1993,42.08202,-80.17622
ATW,ORD,160,1/01/1993,44.25741,-88.51948
LEX,ORD,323,1/01/1993,38.03697,-84.60539
CWA,ORD,212,1/02/1993,44.77762,-89.66678
MSO,DEN,679,1/11/1993,46.91631,-114.09056
ORD,MIA,1197,1/03/1993,41.9796,-87.90446
CLE,FLL,1062,1/11/1993,41.41089,-81.8494
IAH,SFO,1635,1/12/1993,29.98047,-95.33972
SEA,DEN,1024,1/09/1993,47.44898,-122.30931
SFO,IAH,1635,1/01/1994,37.619,-122.37484
TTN,ATL,701,1/12/1994,40.27669,-74.81347
ATL,TTN,701,1/10/1994,33.64044,-84.42694
HNL,ITO,216,1/06/1994,21.31869,-157.92241
MAF,DFW,309,1/09/1994,31.94253,-102.20191
AMA,DFW,312,1/01/1994,35.21937,-101.70593
CLL,DFW,164,1/05/1994,30.58859,-96.36382
HOU,DFW,247,1/04/1994,29.64542,-95.27889
DFW,BTR,383,1/06/1994,32.89595,-97.0372
JLN,DFW,327,1/08/1994,37.15181,-94.49827
CID,DFW,685,1/01/1994,41.88459,-91.71087
MLI,DFW,691,1/11/1994,41.44853,-90.50754
GSP,DFW,862,1/11/1994,34.89567,-82.21886
RDU,JFK,427,1/12/1994,35.87764,-78.78747
CVG,MIA,948,1/02/1994,39.04614,-84.66217
MHK,DFW,431,1/11/1994,39.14097,-96.67083
MOB,DFW,539,1/10/1994,30.69142,-88.24283
TLH,DFW,767,1/07/1994,30.39653,-84.35033
PNS,MIA,530,1/03/1994,30.47331,-87.18744
BHM,MIA,661,1/01/1994,33.56294,-86.75355
CVG,DFW,812,1/10/1994,39.04614,-84.66217
CAE,DFW,922,1/08/1994,33.93884,-81.11954
TXK,DFW,181,1/04/1994,33.45371,-93.99102
OAK,LAS,407,1/02/1994,37.72129,-122.22072
DFW,OAK,1457,1/11/1994,32.89595,-97.0372
ACY,RSW,982,1/02/1994,39.45758,-74.57717
DTW,LGA,502,1/06/1994,42.21206,-83.34884
DFW,FLL,1119,1/06/1994,32.89595,-97.0372
SMF,LAX,373,1/04/1994,38.69542,-121.59077
RAP,DEN,300,1/07/1994,44.04532,-103.05737
TUS,SFO,751,1/10/1994,32.11608,-110.94103
EAU,ORD,268,1/06/1994,44.86526,-91.48507
DLH,ORD,397,1/05/1994,46.84209,-92.19365
FSD,ORD,462,1/05/1994,43.58135,-96.7417
AUS,SFO,1504,1/05/1994,30.19453,-97.66987
FAT,SEA,748,1/01/1994,36.77619,-119.71814
ONT,PDX,838,1/01/1994,34.056,-117.60119
INL,BRD,153,1/11/1994,48.56619,-93.40307
CMX,ORD,359,1/03/1994,47.16842,-88.48906
SMF,SFO,86,1/03/1994,38.69542,-121.59077
BOI,LAX,674,1/12/1994,43.56444,-116.22278
SPI,ORD,174,1/12/1994,39.84395,-89.67762
CLD,LAX,86,1/04/1994,33.12723,-117.27873
COD,DEN,391,1/03/1994,44.52019,-109.0238
FAT,SFO,158,1/09/1994,36.77619,-119.71814
CMH,MIA,990,1/08/1994,39.99799,-82.89188
LRD,DFW,396,1/09/1994,27.54374,-99.46154
PSC,DEN,852,1/09/1994,46.26468,-119.11903
CPR,DEN,230,1/08/1994,42.90836,-106.46447
ACV,SFO,250,1/07/1994,40.97812,-124.10862
DAL,IAH,216,1/08/1994,32.84711,-96.85177
PAH,ORD,342,1/11/1994,37.06083,-88.77375
PSC,SFO,620,1/07/1994,46.26468,-119.11903
CID,ORD,196,1/10/1994,41.88459,-91.71087
EUG,SFO,451,1/10/1994,44.12326,-123.21869
DFW,DEN,641,1/02/1994,32.89595,-97.0372
MRY,SFO,77,1/09/1995,36.58698,-121.84295
SLC,LAX,590,1/11/1995,40.78839,-111.97777
ESC,DTW,306,1/11/1995,45.72267,-87.09373
MFR,SFO,329,1/09/1995,42.37423,-122.8735
FAT,DEN,844,1/10/1995,36.77619,-119.71814
SFO,EWR,2565,1/10/1995,37.619,-122.37484
LAS,IAH,1222,1/08/1995,36.08036,-115.15233
EWR,SFO,2565,1/08/1995,40.6925,-74.16866
ISN,DEN,576,1/08/1995,48.17794,-103.64235
HNL,LIH,102,1/08/1995,21.31869,-157.92241
PSP,SFO,421,1/08/1995,33.82922,-116.50625
PSP,DEN,776,1/08/1995,33.82922,-116.50625
SAT,IAH,191,1/05/1995,29.53369,-98.46978
LAX,EWR,2454,1/09/1995,33.94254,-118.40807
LAX,SFO,337,1/06/1995,33.94254,-118.40807
CLE,IAD,288,1/07/1995,41.41089,-81.8494
CAE,IAD,401,1/02/1995,33.93884,-81.11954
PHX,DEN,602,1/02/1995,33.43417,-112.00806
SMF,IAH,1609,1/02/1995,38.69542,-121.59077
JFK,SFO,2586,1/03/1995,40.63975,-73.77893
BOS,PHX,2300,1/03/1995,42.36435,-71.00518
BOS,CLT,728,1/03/1995,42.36435,-71.00518
DTW,MIA,1145,1/01/1995,42.21206,-83.34884
FLL,EWR,1065,1/01/1995,26.07258,-80.15275
GEG,DEN,836,1/04/1995,47.61986,-117.53384
SAT,STL,786,1/06/1995,29.53369,-98.46978
ONT,DEN,819,1/06/1995,34.056,-117.60119
CLE,EWR,404,1/06/1995,41.41089,-81.8494
DFW,PHX,868,1/04/1995,32.89595,-97.0372
MFE,DFW,469,1/04/1995,26.17583,-98.23861
STL,DFW,550,1/12/1995,38.74769,-90.35999
SJU,MIA,1045,1/12/1995,18.43942,-66.00183
MKE,DFW,853,1/12/1995,42.94722,-87.89658
SEA,SFO,679,1/05/1995,47.44898,-122.30931
SEA,LAS,867,1/07/1995,47.44898,-122.30931
BTV,JFK,266,1/07/1995,44.473,-73.15031
JFK,FLL,1069,1/05/1995,40.63975,-73.77893
SFO,LGB,354,1/05/1995,37.619,-122.37484
PBI,BOS,1197,1/11/1995,26.68316,-80.09559
MCO,JFK,944,1/09/1995,28.42889,-81.31603
SJU,MCO,1189,1/10/1995,18.43942,-66.00183
BDL,ATL,859,1/06/1995,41.93887,-72.68323
RDU,ATL,356,1/10/1995,35.87764,-78.78747
SFO,SLC,599,1/03/1995,37.619,-122.37484
TUS,IAH,936,1/12/1995,32.11608,-110.94103
PIA,ATL,565,1/02/1995,40.66424,-89.69331
IND,DEN,977,1/04/1995,39.71733,-86.29438
MCI,DEN,533,1/06/1995,39.29761,-94.71391
DFW,DEN,641,1/01/1995,32.89595,-97.0372
FSM,DFW,227,1/01/1995,35.33659,-94.36744
AEX,DFW,285,1/04/1995,31.32737,-92.54856
SPS,DFW,113,1/03/1995,33.9888,-98.49189
ACT,DFW,89,1/03/1995,31.61129,-97.23052
SJT,DFW,229,1/03/1995,31.35775,-100.49631
JAN,DFW,408,1/02/1995,32.31117,-90.07589
HNL,OGG,100,1/05/1995,21.31869,-157.92241
OKC,LAX,1187,1/02/1995,35.39309,-97.60073
FAR,DEN,627,1/03/1995,46.91935,-96.81499
SFO,IAH,1635,1/03/1995,37.619,-122.37484
EWR,FLL,1065,1/01/1995,40.6925,-74.16866
MTJ,DEN,196,1/01/1996,38.50887,-107.89383
RSW,DTW,1084,1/11/1996,26.53617,-81.75517
GCC,RKS,261,1/06/1996,44.3489,-105.53936
MSY,EWR,1167,1/04/1996,29.99339,-90.25803
ORD,MCO,1005,1/05/1996,41.9796,-87.90446
RIC,ORD,642,1/10/1996,37.50517,-77.31967
RDM,SFO,462,1/11/1996,44.25407,-121.14996
OGG,HNL,100,1/07/1996,20.89865,-156.43046
SJC,SLC,584,1/11/1996,37.36186,-121.92901
ORD,MBS,222,1/11/1996,41.9796,-87.90446
EWR,CLT,529,1/03/1996,40.6925,-74.16866
PHX,BWI,1999,1/12/1996,33.43417,-112.00806
SEA,IAD,2306,1/11/1996,47.44898,-122.30931
LAS,SFO,414,1/10/1996,36.08036,-115.15233
DFW,MIA,1121,1/10/1996,32.89595,-97.0372
BNA,DFW,631,1/02/1996,36.12448,-86.67818
PHX,DFW,868,1/10/1996,33.43417,-112.00806
BOS,MIA,1258,1/01/1996,42.36435,-71.00518
LAX,STL,1592,1/02/1996,33.94254,-118.40807
OAK,SEA,671,1/03/1996,37.72129,-122.22072
SEA,LAX,954,1/01/1996,47.44898,-122.30931
BOS,IAD,413,1/01/1996,42.36435,-71.00518
LAX,JFK,2475,1/07/1996,33.94254,-118.40807
DCA,FLL,899,1/07/1996,38.85208,-77.03772
DTW,BOS,632,1/03/1996,42.21206,-83.34884
BNA,LAX,1797,1/06/1996,36.12448,-86.67818
PHL,ATL,666,1/06/1996,39.87195,-75.24114
PHX,MSP,1276,1/09/1996,33.43417,-112.00806
SJU,FLL,1046,1/09/1996,18.43942,-66.00183
VPS,IAH,528,1/09/1996,30.48325,-86.5254
GUC,DEN,152,1/06/1996,38.53396,-106.93318
MIA,LGA,1096,1/04/1996,25.79325,-80.29056
RIC,MIA,825,1/04/1996,37.50517,-77.31967
DTW,LGA,502,1/08/1996,42.21206,-83.34884
ORF,MIA,802,1/05/1996,36.89461,-76.20122
MOT,DEN,604,1/05/1996,48.25938,-101.28033
STL,MIA,1068,1/04/1996,38.74769,-90.35999
BOS,FLL,1237,1/08/1996,42.36435,-71.00518
MLU,IAH,262,1/08/1996,32.51087,-92.03769
MAF,DEN,563,1/05/1996,31.94253,-102.20191
LAX,LAS,236,1/12/1996,33.94254,-118.40807
PDX,ORD,1739,1/12/1996,45.58872,-122.5975
JFK,SJU,1598,1/09/1996,40.63975,-73.77893
KOA,HNL,163,1/06/1996,19.73877,-156.04563
EUG,SLC,618,1/09/1996,44.12326,-123.21869
RNO,PHX,601,1/08/1996,39.49858,-119.76806
PHX,CLT,1773,1/11/1996,33.43417,-112.00806
CMH,ATL,447,1/06/1996,39.99799,-82.89188
HOU,ATL,696,1/12/1996,29.64542,-95.27889
HOU,PHX,1020,1/08/1996,29.64542,-95.27889
DTW,DFW,986,1/10/1996,42.21206,-83.34884
BOS,JFK,187,1/02/1996,42.36435,-71.00518
DFW,DCA,1192,1/12/1996,32.89595,-97.0372
MSP,DFW,852,1/03/1996,44.88055,-93.21692
SEA,SNA,978,1/11/1996,47.44898,-122.30931
BDL,DCA,313,1/07/1996,41.93887,-72.68323
SJU,BOS,1674,1/11/1996,18.43942,-66.00183
FLL,EWR,1065,1/05/1996,26.07258,-80.15275
MOB,ATL,302,1/06/1996,30.69142,-88.24283
SAN,SLC,626,1/01/1996,32.73356,-117.18966
LAS,SLC,368,1/04/1996,36.08036,-115.15233
DCA,DTW,405,1/12/1996,38.85208,-77.03772
SMF,SLC,532,1/07/1996,38.69542,-121.59077
DEN,DTW,1123,1/12/1996,39.85841,-104.667
SFO,ATL,2139,1/01/1996,37.619,-122.37484
LGA,MSP,1020,1/09/1997,40.77724,-73.87261
LAW,DFW,140,1/07/1997,34.56771,-98.41664
BRO,DFW,482,1/07/1997,25.90683,-97.42586
PIB,MEI,69,1/06/1997,31.46715,-89.33706
CHS,IAH,925,1/10/1997,32.89865,-80.04051
MEM,IAH,468,1/10/1997,35.04242,-89.97667
MGM,ATL,147,1/06/1997,32.30064,-86.39398
SLC,DEN,391,1/11/1997,40.78839,-111.97777
OMA,DEN,472,1/05/1997,41.30252,-95.89417
FAR,DFW,968,1/05/1997,46.91935,-96.81499
